,Change_Volume,Change_Citations,Change_Orgs,Change_Volume_Prev_1,Change_Citations_Prev_1,Change_Orgs_Prev_1,Change_Volume_Prev_2,Change_Citations_Prev_2,Change_Orgs_Prev_2,Change_Volume_Prev_3,Change_Citations_Prev_3,Change_Orgs_Prev_3
256,-0.07142857142857142,0.43023467888448585,-0.19230769230769235,0.75,1.4149363241214028,-0.05590062111801245,0.14285714285714285,-0.3727915733693709,0.2578125000000001,-0.125,-0.006371709468470767,-0.08571428571428581
76,0.06479481641468683,-0.08598594661869528,0.04889826519520367,0.20572916666666666,-0.27154803537139827,-0.022057448002585082,0.02127659574468085,0.3417358639206486,0.06741773962804018,0.2012779552715655,-0.06198559376762167,0.06865072387316087
171,-0.16546762589928057,0.8072164803662413,-0.018079501915708812,0.782051282051282,-0.024244926248865976,0.1327909634908896,1.6,0.18633841756249747,-0.2780026990553306,0.42857142857142855,0.12543600288904652,-0.23269230769230775
184,-0.05263157894736842,-0.35565449037941477,-0.03466286799620138,0.20253164556962025,0.18535572690135968,0.09319929036073334,0.12857142857142856,0.7993002961262483,0.0656859391036606,0.75,-0.1957632412310325,0.03135888501742171
215,0.31343283582089554,-0.029319507269956836,-0.13887147335423194,0.21818181818181817,-0.20073122253504494,0.08208955223880587,0.6176470588235294,-0.2115885090066931,0.13333333333333336,0.7894736842105263,0.2609087281077443,-0.14027149321266977
60,0.3411214953271028,0.19349886163317023,0.10499139414802078,0.19553072625698323,-0.2307838395955638,-0.18642304322429912,0.32592592592592595,-0.07841479257474378,0.021548284118116618,0.10655737704918032,0.4892623578596259,-0.006976744186046583
174,0.12962962962962962,-0.2630646285322869,-0.07451564828614,-0.15625,0.14893446219729534,0.013991769547325027,0.10344827586206896,0.04799304513383521,-0.07838983050847464,-0.16546762589928057,0.8072164803662413,-0.018079501915708812
335,0.42857142857142855,0.026830608694855956,-0.09583333333333326,-0.17647058823529413,-0.30653016773326347,0.21428571428571414,0.5454545454545454,0.09520157898594454,-0.2941176470588235,0.8333333333333334,0.5808270422762525,0.09090909090909095
8,0.16369529983792544,-0.03500311949711812,0.058696378830083495,0.12181818181818181,-0.056411448239287273,0.04415501009982672,0.2585812356979405,0.26256475496436826,0.07717868338557987,0.16533333333333333,-0.0166638062414281,0.06492361927144545
498,0.03571428571428571,-0.21780898266447793,0.0930383864671439,0.0,0.02985471554781831,0.0,0.6470588235294118,-0.10049828263313558,-0.009890109890109855,-0.3013698630136986,-0.42680132153705064,0.022408963585434025
177,0.10344827586206896,-0.20793713215748547,-0.29971590909090906,0.38095238095238093,-0.5150348076092001,0.09869203329369794,1.3333333333333333,0.6554102515128599,0.24285714285714277,-0.18181818181818182,-0.2093426813932963,-0.12698412698412692
317,-0.07547169811320754,1.246107322487855,0.04616928738708602,0.019230769230769232,-0.26105271125525475,-0.09319611206403657,0.40540540540540543,0.7328931500102281,0.0673076923076922,0.027777777777777776,0.5693915278676311,0.04416611733684915
130,0.31693989071038253,-0.1483139193862742,0.16273340248962653,-0.016129032258064516,-0.027593091511147288,-0.1040057806078671,0.2077922077922078,-0.15255370307602917,0.025762413299570637,0.232,0.41383929101627187,0.13791710681662842
471,-0.11842105263157894,-0.1698843256874774,-0.0900978976087304,0.20634920634920634,-0.2535381956161755,0.18239425250242156,-0.12903225806451613,-0.28637347118457024,-0.07122507122507125,0.06372549019607843,-0.023844152434656426,0.11428571428571427
186,0.4806201550387597,0.01713077999823941,-0.11153702318623787,0.43333333333333335,0.2505514867541906,0.09541404042599443,-0.05263157894736842,-0.35565449037941477,-0.03466286799620138,0.20253164556962025,0.18535572690135968,0.09319929036073334
434,0.17914438502673796,-0.07261255902641206,-0.00981798124655258,0.2222222222222222,-0.48394416900438425,0.022727272727272717,0.224,0.05779490699894684,0.01325446379669187,-0.1039426523297491,-0.2051163682753385,-0.0011800000000000315
149,0.3282442748091603,0.5936237921159696,0.18043138924364982,0.6172839506172839,0.23168694137020465,0.032659164240182635,0.0,0.003817856037797925,-0.31690140845070425,0.5,-0.774231911536348,0.140562248995984
56,0.4523809523809524,0.6433141621938658,-0.029293200752485846,0.3548387096774194,-0.47771640661805037,0.0005291005291004631,0.9375,1.6525356979497625,0.08027006751687925,-0.21951219512195122,-0.49020679259852085,0.001704545454545394
217,0.47126436781609193,0.28580301583242024,0.05351562499999993,-0.011363636363636364,0.35710564239090814,0.11017661900756952,0.31343283582089554,-0.029319507269956836,-0.13887147335423194,0.21818181818181817,-0.20073122253504494,0.08208955223880587
316,0.019230769230769232,-0.26105271125525475,-0.09319611206403657,0.40540540540540543,0.7328931500102281,0.0673076923076922,0.027777777777777776,0.5693915278676311,0.04416611733684915,0.02857142857142857,-0.23658341320509182,-0.07299741602067193
355,-0.6363636363636364,0.21212102138833303,0.26923076923076916,10.0,18.083913331175214,0.18181818181818188,-0.5,-0.8955996286743441,0.0,-0.6,1.1315075812334014,0.0
369,-0.3333333333333333,-0.7940100365774935,0.1538461538461539,0.5,4.937771119128969,0.238095238095238,0.0,-0.8445888143307474,-0.12499999999999989,0.5,2.280307121761906,0.06666666666666661
371,2.0,0.9826992258595676,-0.20000000000000007,0.0,3.423278890354622,0.0,-0.3333333333333333,-0.7940100365774935,0.1538461538461539,0.5,4.937771119128969,0.238095238095238
146,0.5,-0.774231911536348,0.140562248995984,0.058823529411764705,3.400682897768248,-0.21611111111111111,0.3783783783783784,-0.14986756452972408,0.06689734717416368,0.6818181818181818,0.585338297758111,0.15521235521235532
333,0.5454545454545454,0.09520157898594454,-0.2941176470588235,0.8333333333333334,0.5808270422762525,0.09090909090909095,-0.3333333333333333,-0.24625226416531876,-0.08333333333333337,0.8,-0.11632259730187,0.11111111111111108
91,0.14432989690721648,-0.4657447704069567,0.003108742545362396,0.12790697674418605,0.7824701807967317,0.13420637131977325,0.3870967741935484,0.5732743680363692,0.012952605239917649,0.8235294117647058,-0.0028682557881258026,-0.015395894428152559
46,0.2892561983471074,0.4377799239861656,0.053959276018099606,0.23469387755102042,-0.395874022541709,-0.10009182736455469,0.2727272727272727,0.13044941107973215,0.06384323640960819,1.0263157894736843,0.020417203463609458,-0.05480959718247855
121,0.06521739130434782,1.427060997693486,-0.19221642145230194,-0.11538461538461539,1.1859526674959102,0.3888198757763975,0.4444444444444444,-0.5658989276409556,0.12701252236135968,0.6363636363636364,1.8274315208562084,-0.20370370370370372
192,0.9444444444444444,0.4796501189660071,-0.08787061994609179,-0.16279069767441862,-0.03984066930075498,-0.05514096185737977,0.9545454545454546,-0.5067537689046734,0.31842576028622543,-0.40540540540540543,-0.26668368153199273,-0.1426024955436719
431,0.11041666666666666,-0.4839982968257133,0.06863447036013116,0.3150684931506849,2.2610285847968436e-05,0.023710937500000015,-0.09876543209876543,-0.3606981475601816,-0.04139175715257858,0.19117647058823528,0.330428455735296,-0.0007934241010503829
417,0.19376391982182628,-0.10377062371469205,0.037463791241162725,0.16321243523316062,-0.04612989364279535,-0.004399193976031408,0.07222222222222222,-0.24177073854137018,0.026493303353211452,0.08433734939759036,0.043274426800738945,0.04738095238095238
262,0.09,0.6162826586391207,0.04751471997809115,-0.10714285714285714,-0.12833685054252328,-0.06782608695652169,0.38271604938271603,0.193871837750203,0.0037715517241379867,0.17391304347826086,-0.12403425625044566,0.07407407407407407
15,0.45754716981132076,-0.12862255189294444,-0.11120917917034409,0.15217391304347827,-0.12296700626018214,-0.16722506318697478,-0.010752688172043012,0.12640551741559664,0.14256736068585432,0.8235294117647058,0.15696591666031262,-0.00801314978426142
246,0.5526315789473685,-0.3067266007354854,-0.06675890695261164,0.5833333333333334,2.1069844937602578,-0.18559556786703596,-0.14285714285714285,-0.14235794249296377,0.055555555555555504,-0.125,-0.1543569922621861,-0.12727272727272726
89,0.3870967741935484,0.5732743680363692,0.012952605239917649,0.8235294117647058,-0.0028682557881258026,-0.015395894428152559,-0.20930232558139536,-0.3813957335111927,-0.05682951146560314,0.7916666666666666,0.0325773127161878,0.06226556639159783
497,0.0,0.02985471554781831,0.0,0.6470588235294118,-0.10049828263313558,-0.009890109890109855,-0.3013698630136986,-0.42680132153705064,0.022408963585434025,0.37735849056603776,0.8078437902917003,0.10114155251141564
410,0.20203488372093023,-0.2369229185075987,-0.0008307698090983699,0.023809523809523808,-0.27843497838332537,-0.013028126141483022,0.10344827586206896,0.06591992718606532,0.08318992490613257,0.057291666666666664,-0.132543426314961,-0.014726944592520304
250,0.22105263157894736,0.1111821606923653,-0.027478448275861964,0.26666666666666666,0.7371684074493909,-0.03890160183066363,0.13636363636363635,0.08702116931918653,0.07946666666666649,0.11864406779661017,-0.0791178592038648,-0.05569782330345695
148,0.6172839506172839,0.23168694137020465,0.032659164240182635,0.0,0.003817856037797925,-0.31690140845070425,0.5,-0.774231911536348,0.140562248995984,0.058823529411764705,3.400682897768248,-0.21611111111111111
228,0.6111111111111112,0.16426570139017432,0.06403940886699526,0.21621621621621623,0.8144743150064149,-0.052026143790849785,-0.13953488372093023,0.19852152071541926,-0.012162162162162189,0.8297872340425532,-0.20265131933273414,0.09302325581395357
273,0.061855670103092786,-0.3673171153952118,-0.09592233009708749,0.06593406593406594,0.6387601140855064,0.06607310215557652,0.28169014084507044,-0.5088673815293799,0.021716378859235958,0.2033898305084746,0.6369343618131663,0.026512013256006575
124,0.5384615384615384,-0.15406167490943357,0.038888888888888924,0.08333333333333333,-0.4932220895218025,0.05882352941176476,0.22448979591836735,0.18792276318687307,0.12567567567567572,0.06521739130434782,1.427060997693486,-0.19221642145230194
196,0.10596026490066225,-0.052001932281580204,0.022327204886708994,0.09420289855072464,-0.045444037351054775,0.06980911569925996,1.0597014925373134,-0.12518963373326253,-0.05130767949358658,-0.04285714285714286,0.12042545652686285,-0.033026357573832904
