,Change_Citations,Change_Citations_Prev_1,Change_Citations_Prev_3
0,-0.28637347118457024,-0.023844152434656426,-0.03580258036179448
1,-0.19671167506766163,0.3569137034249141,0.718126230962745
2,-0.31441488378644306,-0.06703770624188687,0.29110449788559223
3,0.2325229236719094,0.21827046210783305,-0.39099783393449883
4,-0.19910706149380725,-0.3201537645145204,0.23780955346461136
5,2.54890880234636,-0.013416490971438318,-0.9288179286414511
6,-0.5088673815293799,0.6369343618131663,-0.06977037685388983
7,-0.4519386908244301,1.5762285780418706,-0.03437800078473783
8,0.193871837750203,-0.12403425625044566,-0.23929676736582375
9,0.7328931500102281,0.5693915278676311,-0.4519386908244301
10,-0.21466140851592794,-0.18306521333506953,-0.19632551116617147
11,-0.07452280934059818,0.24763551015442986,-0.395874022541709
12,-0.03175581287224673,-0.3491163171626677,-0.43840246688589973
13,0.251646194527282,0.10165808037155565,-0.24238359818836863
14,-0.12718941414408977,0.23522695434806928,-0.25663330729317446
15,0.9305326897222316,-0.07474738432200179,-0.6974818760127626
16,0.09114346356708233,0.7302826247659371,-0.0223046306919365
17,1.1993151948086895,0.15240831186210296,0.9717198841990142
18,3.610701596462237,-0.550223296139816,-0.013416490971438318
19,-0.3229805379887502,0.6043495522700852,0.2325229236719094
20,1.4406856740649547,-0.6278482896863291,0.6869824887205943
21,-0.07841479257474378,0.4892623578596259,-0.47771640661805037
22,-0.35132599790946295,-0.25979187988943087,-0.087130200066478
23,0.13311296802411757,-0.03844623562851758,-0.24332430794562254
24,0.36111945886174135,-0.05612935936464975,0.03543962029316205
25,-0.2307838395955638,-0.07841479257474378,0.6433141621938658
26,-0.8448143780140359,0.23670746005249108,-0.1815038863794999
27,1.8641287348888436,0.357028082418845,1.3709304095453114
28,-0.38828968982344536,-0.07261255902641206,0.05779490699894684
29,0.42307340405762645,0.03543962029316205,-0.6844126610378287
30,0.06210721028693502,-0.12862255189294444,0.12640551741559664
31,-0.6156710280125535,1.246107322487855,0.7328931500102281
32,-0.4276279824885176,0.018086564983155726,0.21797272027263778
33,0.4892623578596259,0.6433141621938658,1.6525356979497625
34,0.09620389892003463,1.3123050992856928,-0.15579699738217487
35,-0.7489824691210204,-0.3296888910544569,-0.21466140851592794
36,1.5658022509005365,-0.6095154942633141,18.083913331175214
37,0.7128514089579691,-0.4084355908116918,-0.4203689352686558
38,1.4076887257459956,-0.20829037124930624,-0.3110927096578727
39,1.5762285780418706,-0.3772041502348335,-0.2140193521166195
40,-0.21515657394972687,-0.30860163250336886,-0.4297416033943335
41,-0.814009634551925,12.510129967009147,1.2310973472160136
42,0.059669601008837884,0.13671832183558033,0.39419392462565583
43,-0.25741610376807167,0.05638288456095805,0.1735675970688937
44,-0.458781359896153,0.1111821606923653,0.08702116931918653
45,-0.47771640661805037,1.6525356979497625,0.061845314041270014
46,-0.20093426908828554,-0.3207516547937654,-0.22843200398597002
47,0.13217365252583127,-0.16868525756837796,1.7820892850502308
48,0.7371684074493909,0.08702116931918653,-0.3067266007354854
